feature_name,importance
rounded_2m_inview_count_max-rounded_2m_inview_count,10058.41384267807
w2v_individual_median_cossim_norm,10054.389480113983
click_cossim_item2vec_mean_2,10041.10265827179
rounded_15m_inview_count_median-rounded_15m_inview_count,10024.773118972778
inview_count_std,10009.602122306824
rounded_6h_inview_count_norm,9997.872610569
time_gap_from_prev_inview_impression_time_mean,9996.103238344193
rounded_20m_inview_count_mean/rounded_20m_inview_count,9977.061629772186
rounded_1m_inview_count_norm,9910.731225967407
rounded_1m_inview_count_max/rounded_1m_inview_count,9743.209956169128
rounded_12h_inview_count_max/rounded_12h_inview_count,9584.252651691437
rounded_1h_inview_count_max,9487.970084190369
article_last_read_time_diff,9342.33998131752
rounded_30m_inview_count_std,9328.660599946976
rounded_10m_inview_count_min-rounded_10m_inview_count,9311.115685462952
weekday,9141.038670063019
inview_count_mean,9127.426398277283
rounded_2m_inview_count,9082.960774898529
rounded_30m_inview_count_max-rounded_30m_inview_count,9017.366403579712
rounded_20m_inview_count_norm,9005.608186244965
rounded_24h_inview_count_max/rounded_24h_inview_count,8768.361283540726
w2v_individual_mean_cossim_norm,8629.181920528412
rounded_15m_inview_count_max-rounded_15m_inview_count,8628.762390613556
time_gap_to_next_inview_impression_time_max-time_gap_to_next_inview_impression_time,8618.217177152634
rounded_3h_inview_count_mean,8612.572207689285
rounded_10m_inview_count_mean/rounded_10m_inview_count,8609.022424697876
time_gap_to_next_inview_impression_time_skew,8592.926792621613
past_inview_count,8572.30406999588
time_gap_to_next_inview_impression_time_std,8441.747417211533
rounded_30m_inview_count_mean,8377.372015476227
rounded_15m_inview_count_std,8365.906969308853
rounded_6h_inview_count_min,8347.925907611847
rounded_3m_inview_count_max/rounded_3m_inview_count,8239.383588790894
click_cossim_item2vec_scroll_mean_2,8152.453463554382
rounded_1m_inview_count_max-rounded_1m_inview_count,8150.257997751236
time_gap_from_prev_inview_impression_time_skew,7937.895867586136
rounded_1h_inview_count_min,7858.8540897369385
rounded_20m_inview_count_max-rounded_20m_inview_count,7754.286517858505
click_cossim_item2vec_mean_0,7613.94939160347
rounded_2m_inview_count_mean-rounded_2m_inview_count,7459.593276500702
