feature_name,importance
rounded_2m_inview_count_max-rounded_2m_inview_count,11992.077332258224
rounded_15m_inview_count_max-rounded_15m_inview_count,11976.354752540588
rounded_6h_inview_count_norm,11975.408709526062
rounded_15m_inview_count_max/rounded_15m_inview_count,11969.57287979126
rounded_30m_inview_count_std,11770.271261930466
rounded_1m_inview_count_max/rounded_1m_inview_count,11735.334301948547
weekday,11700.488670825958
rounded_10m_inview_count_skew,11471.800813913345
rounded_10m_inview_count_mean/rounded_10m_inview_count,11446.549743175507
time_gap_to_next_inview_impression_time_mean/time_gap_to_next_inview_impression_time,11377.471229791641
image_individual_quantile_q75_cossim_norm,11345.202688694
rounded_5m_inview_count,11344.487754821777
rounded_15m_inview_count_min-rounded_15m_inview_count,11288.832040309906
rounded_1h_inview_count_max,11225.815229654312
time_gap_from_prev_inview_impression_time_median/time_gap_from_prev_inview_impression_time,11214.79742383957
inview_count_mean,11157.469428777695
rounded_5m_inview_count_max/rounded_5m_inview_count,11118.695707321167
rounded_15m_inview_count,11088.25539636612
time_gap_to_next_inview_impression_time_skew,11045.267467021942
time_gap_from_prev_inview_impression_time_skew,10994.50610756874
rounded_1h_inview_count_median,10963.997274637222
rounded_3m_inview_count_max/rounded_3m_inview_count,10523.994776248932
rounded_6h_inview_count_min,10451.637898921967
rounded_24h_inview_count_max/rounded_24h_inview_count,10202.482924699783
rounded_20m_inview_count_mean-rounded_20m_inview_count,10187.712928533554
rounded_20m_inview_count_max-rounded_20m_inview_count,10142.459547281265
rounded_12h_inview_count_max/rounded_12h_inview_count,10104.449235916138
rounded_1m_inview_count_max-rounded_1m_inview_count,10046.980696678162
rounded_15m_inview_count_mean/rounded_15m_inview_count,9980.235169887543
rounded_20m_inview_count_norm,9926.445906162262
click_cossim_item2vec_mean_0,9914.583411455154
rounded_2m_inview_count_mean-rounded_2m_inview_count,9804.47203040123
past_inview_count,9689.622826576233
rounded_2m_inview_count,9626.315729618073
time_gap_to_next_inview_impression_time_kurtosis,9203.518966197968
rounded_3m_inview_count,9177.81629729271
rounded_30m_inview_count_mean,9105.717938423157
rounded_1h_inview_count_min,9043.941747426987
rounded_5m_inview_count_mean/rounded_5m_inview_count,8920.29925107956
rounded_6h_inview_count_max/rounded_6h_inview_count,8892.907564163208
rounded_20m_inview_count_std,8881.458131313324
time_gap_to_next_inview_impression_time_max/time_gap_to_next_inview_impression_time,8837.757565259933
time_gap_from_prev_inview_impression_time_kurtosis,8808.75445652008
time_gap_from_prev_inview_impression_time_std,8691.764560222626
click_cossim_item2vec_mean_2,8628.608067512512
rounded_3m_inview_count_mean-rounded_3m_inview_count,8605.398233413696
time_gap_to_next_inview_impression_time_std,8555.828087806702
rounded_15m_inview_count_std,8533.946603775024
rounded_1h_inview_count_mean,8473.105268001556
rounded_15m_inview_count_mean-rounded_15m_inview_count,8448.492973327637
rounded_30m_inview_count_max,8398.254523992538
click_cossim_item2vec_read_time_mean_0,8342.235710144043
rounded_20m_inview_count_max/rounded_20m_inview_count,8314.317066431046
article_last_read_time_diff,8278.565732955933
rounded_1m_inview_count,8212.16732120514
click_cossim_item2vec_scroll_mean_3,8150.928018331528
click_cossim_item2vec_scroll_mean_2,8092.4747223854065
rounded_30m_inview_count_median,8037.678427219391
past_inview_count_std,7988.382690668106
past_inview_count_mean,7813.170472145081
click_cossim_item2vec_mean_3,7717.752230882645
past_inview_count_median-past_inview_count,7624.716746091843
rounded_10m_inview_count_mean,7355.4523158073425
rounded_30m_inview_count_min,7339.556636333466
time_gap_to_next_inview_impression_time_max-time_gap_to_next_inview_impression_time,7246.621034145355
rounded_10m_inview_count_mean-rounded_10m_inview_count,7168.954226255417
rounded_5m_inview_count_mean-rounded_5m_inview_count,7152.067231655121
rounded_5m_inview_count_std,7138.324238538742
rounded_1m_inview_count_std,7115.9725975990295
click_cossim_item2vec_mean_1,6899.930072069168
time_gap_to_next_inview_impression_time_median/time_gap_to_next_inview_impression_time,6785.1970047950745
rounded_2m_inview_count_std,6616.2031836509705
inview_count_max/inview_count,6490.214116811752
rounded_3m_inview_count_std,6421.928934335709
rounded_20m_inview_count_max,6385.759078979492
rounded_1m_inview_count_max,6305.251209259033
rounded_10m_inview_count_std,6259.93613409996
time_gap_from_prev_inview_impression_time_mean-time_gap_from_prev_inview_impression_time,6246.54633641243
time_gap_from_prev_inview_impression_time_max-time_gap_from_prev_inview_impression_time,6172.890994310379
time_gap_to_next_inview_impression_time_mean-time_gap_to_next_inview_impression_time,5962.159760713577
rounded_1m_inview_count_min,5859.9434695243835
inview_count,5772.054676532745
rounded_20m_inview_count_min,5767.921593427658
rounded_10m_inview_count_max,5747.537026882172
rounded_20m_inview_count_median,5745.680765628815
rounded_5m_inview_count_min,5669.656085729599
time_gap_from_prev_inview_impression_time_max/time_gap_from_prev_inview_impression_time,5656.855558395386
rounded_15m_inview_count_median,5638.718889713287
rounded_1m_inview_count_median,5631.026458024979
rounded_15m_inview_count_mean,5396.643084049225
rounded_15m_inview_count_max,5367.494907855988
rounded_3m_inview_count_mean,5296.129222393036
rounded_3m_inview_count_min,5290.844252109528
time_gap_from_prev_inview_impression_time_mean/time_gap_from_prev_inview_impression_time,5263.607730388641
inview_count_min-inview_count,4874.307404756546
rounded_10m_inview_count_min,4813.4345266819
rounded_20m_inview_count_mean,4711.388338327408
rounded_5m_inview_count_max,4710.700340509415
rounded_15m_inview_count_min,4656.869025945663
rounded_2m_inview_count_max,4649.797806739807
rounded_3m_inview_count_max,4637.289833784103
time_gap_from_prev_inview_impression_time_median-time_gap_from_prev_inview_impression_time,4622.778967857361
rounded_10m_inview_count_median,4561.541558742523
cooccur_count_mean_norm,4369.311343193054
rounded_2m_inview_count_median,4145.932230949402
rounded_3m_inview_count_median,4070.284200668335
past_inview_count_max/past_inview_count,4058.585790157318
rounded_2m_inview_count_min,3971.550488948822
rounded_1m_inview_count_mean,3758.449910402298
time_gap_from_prev_inview_impression_time_min-time_gap_from_prev_inview_impression_time,3650.4178805351257
time_gap_to_next_inview_impression_time_median-time_gap_to_next_inview_impression_time,3631.115690469742
click_cossim_item2vec_read_time_mean_2,3564.7407875061035
rounded_5m_inview_count_median,3546.1393704414368
time_gap_from_prev_inview_impression_time_min/time_gap_from_prev_inview_impression_time,3535.450745344162
click_cossim_item2vec_read_time_mean_3,3339.9247488975525
rounded_2m_inview_count_mean,3204.360506772995
rounded_5m_inview_count_mean,2903.555776119232
time_gap_to_next_inview_impression_time_min-time_gap_to_next_inview_impression_time,2832.7405245304108
inview_count_median,2697.760253429413
inview_count_max-inview_count,2105.9858300685883
inview_count_max,2031.0380277633667
is_subscriber,2022.27343416214
article_read_count,1771.5635724067688
past_inview_count_max,1564.7912125587463
past_inview_count_max-past_inview_count,1407.0500297546387
postcode,1290.9386610984802
past_inview_count_median,1266.3589210510254
age,1211.9817383289337
image_individual_quantile_q90_cossim_norm,1081.0977113246918
gender,937.8829884529114
min_count_article_ids_inview,895.0255961418152
inview_count_min,847.1622409820557
is_sso_user,561.0608806610107
image_individual_mean_cossim_norm,289.2428197860718
past_inview_count_min,156.91093063354492
