feature_name,importance
rounded_10m_inview_count_mean,8537.729650735855
rounded_15m_inview_count_max/rounded_15m_inview_count,8508.85847568512
time_gap_to_next_inview_impression_time_kurtosis,8489.624629497528
time_gap_from_prev_inview_impression_time_max-time_gap_from_prev_inview_impression_time,8363.062098503113
rounded_2m_inview_count,8194.53553056717
rounded_12h_inview_count_max/rounded_12h_inview_count,8190.961982488632
rounded_1h_inview_count_mean,8151.1552975177765
time_gap_from_prev_inview_impression_time_kurtosis,8142.646758079529
rounded_1m_inview_count,8078.341455936432
rounded_20m_inview_count_max/rounded_20m_inview_count,8029.164015054703
rounded_5m_inview_count_mean/rounded_5m_inview_count,7921.861726999283
past_inview_count_std,7883.837564229965
click_cossim_item2vec_mean_1,7819.610825777054
past_inview_count_mean,7776.764048814774
rounded_10m_inview_count_mean-rounded_10m_inview_count,7709.547209262848
click_cossim_item2vec_scroll_mean_3,7232.859448194504
rounded_3m_inview_count_mean-rounded_3m_inview_count,7193.069334983826
rounded_1h_inview_count_min,7165.527194261551
rounded_30m_inview_count_max,7042.813510417938
inview_count,7008.236325979233
rounded_30m_inview_count_median,6882.184283018112
rounded_20m_inview_count_median,6863.982841730118
rounded_20m_inview_count_max,6822.207808256149
time_gap_to_next_inview_impression_time_median/time_gap_to_next_inview_impression_time,6809.028890132904
rounded_5m_inview_count_mean-rounded_5m_inview_count,6768.020797491074
past_inview_count,6685.588395118713
rounded_2m_inview_count_std,6682.78284239769
rounded_1m_inview_count_std,6669.06889629364
rounded_5m_inview_count_std,6660.580897092819
time_gap_from_prev_inview_impression_time_mean-time_gap_from_prev_inview_impression_time,6618.6116144657135
time_gap_to_next_inview_impression_time_mean-time_gap_to_next_inview_impression_time,6567.980024814606
rounded_3m_inview_count_std,6508.076771020889
rounded_30m_inview_count_mean,6435.85421705246
rounded_10m_inview_count_std,6394.066497802734
time_gap_to_next_inview_impression_time_max/time_gap_to_next_inview_impression_time,5969.634318590164
inview_count_max/inview_count,5937.04847574234
click_cossim_item2vec_read_time_mean_0,5858.903205394745
time_gap_from_prev_inview_impression_time_mean/time_gap_from_prev_inview_impression_time,5818.026002407074
rounded_30m_inview_count_min,5798.97114777565
rounded_15m_inview_count_median,5607.613459587097
rounded_1m_inview_count_max,5474.6205468177795
rounded_10m_inview_count_max,5370.361399173737
rounded_10m_inview_count_median,5309.79240489006
rounded_1m_inview_count_median,5259.961390972137
rounded_3m_inview_count_min,5240.64225435257
time_gap_to_next_inview_impression_time_min-time_gap_to_next_inview_impression_time,5165.85330080986
rounded_20m_inview_count_min,5136.748577594757
rounded_15m_inview_count_max,5095.5161900520325
rounded_15m_inview_count_min,5056.000972270966
rounded_5m_inview_count_min,4984.6913340091705
rounded_1m_inview_count_min,4929.5814826488495
rounded_20m_inview_count_mean,4901.47828912735
rounded_5m_inview_count_max,4811.671867132187
rounded_3m_inview_count_max,4689.963981866837
rounded_10m_inview_count_min,4654.773085832596
rounded_3m_inview_count_median,4638.017591953278
rounded_2m_inview_count_median,4598.8589107990265
rounded_2m_inview_count_max,4517.4768760204315
time_gap_from_prev_inview_impression_time_median-time_gap_from_prev_inview_impression_time,4282.14864563942
cooccur_count_mean_norm,4272.910315513611
rounded_2m_inview_count_min,4226.550541639328
click_cossim_item2vec_mean_3,4146.181194067001
click_cossim_item2vec_read_time_mean_3,4102.7625896930695
rounded_15m_inview_count_mean,4094.429369211197
rounded_5m_inview_count_median,4081.0437874794006
rounded_2m_inview_count_mean,4001.4971628189087
inview_count_min-inview_count,3885.664141178131
time_gap_from_prev_inview_impression_time_min-time_gap_from_prev_inview_impression_time,3825.118242740631
click_cossim_item2vec_read_time_mean_2,3751.9147131443024
past_inview_count_max/past_inview_count,3625.9878771305084
time_gap_to_next_inview_impression_time_median-time_gap_to_next_inview_impression_time,3585.2549068927765
rounded_3m_inview_count_mean,3552.740533351898
time_gap_from_prev_inview_impression_time_min/time_gap_from_prev_inview_impression_time,3436.8837263584137
past_inview_count_median-past_inview_count,3216.328660964966
rounded_1m_inview_count_mean,3215.037821292877
rounded_5m_inview_count_mean,3023.9968502521515
inview_count_median,2910.7306265830994
inview_count_max,2052.2108755111694
inview_count_max-inview_count,1909.602555513382
is_subscriber,1486.935652256012
past_inview_count_max-past_inview_count,1363.1582322120667
past_inview_count_median,1276.9001531600952
age,1233.8681387901306
postcode,1045.9100682735443
past_inview_count_max,998.2664904594421
gender,947.3205986022949
article_read_count,924.681058883667
inview_count_min,915.6673879623413
min_count_article_ids_inview,554.2282495498657
is_sso_user,532.5944802761078
past_inview_count_min,290.01921939849854
